Song,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Do Not Do Me (Like Dis),Moonbootica,spotify:track:47i9OrWocUmoE7u2HHdzpO,0.793,0.769,8,-6.648,1,0.0471,0.0115,0.0345,0.0993,0.206,119.013,audio_features,47i9OrWocUmoE7u2HHdzpO,https://api.spotify.com/v1/tracks/47i9OrWocUmoE7u2HHdzpO,https://api.spotify.com/v1/audio-analysis/47i9OrWocUmoE7u2HHdzpO,250642,4
Sólo Contigo,Topic,spotify:track:68JBwSwbwqcxuvh2CYesTh,0.748,0.759,10,-5.426,1,0.0697,0.125,0.0,0.0899,0.383,96.023,audio_features,68JBwSwbwqcxuvh2CYesTh,https://api.spotify.com/v1/tracks/68JBwSwbwqcxuvh2CYesTh,https://api.spotify.com/v1/audio-analysis/68JBwSwbwqcxuvh2CYesTh,178200,4
Beautiful (feat. Camila Cabello),Bazzi,spotify:track:4VUwkH455At9kENOfzTqmF,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,audio_features,4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF,180000,4
Ring Ring (feat. Mabel & Rich The Kid),Jax Jones,spotify:track:3pSfoP1xZllxEuZ6Oh6ebn,0.779,0.641,1,-4.912,0,0.141,0.172,2.03e-06,0.102,0.638,107.032,audio_features,3pSfoP1xZllxEuZ6Oh6ebn,https://api.spotify.com/v1/tracks/3pSfoP1xZllxEuZ6Oh6ebn,https://api.spotify.com/v1/audio-analysis/3pSfoP1xZllxEuZ6Oh6ebn,217613,4
Don’t Matter To Me,Drake,spotify:track:36ONiya0OANYknz0GgJmwB,0.825,0.317,10,-12.39,1,0.0583,0.497,0.0128,0.11,0.136,103.001,audio_features,36ONiya0OANYknz0GgJmwB,https://api.spotify.com/v1/tracks/36ONiya0OANYknz0GgJmwB,https://api.spotify.com/v1/audio-analysis/36ONiya0OANYknz0GgJmwB,245787,4
APESHIT,The Carters,spotify:track:0E6PsO3ymCfUh7pJQjBgkj,0.705,0.784,2,-6.477,1,0.271,0.0133,0.0,0.168,0.377,160.035,audio_features,0E6PsO3ymCfUh7pJQjBgkj,https://api.spotify.com/v1/tracks/0E6PsO3ymCfUh7pJQjBgkj,https://api.spotify.com/v1/audio-analysis/0E6PsO3ymCfUh7pJQjBgkj,264853,4
Better Not (feat. Wafia),Louis The Child,spotify:track:447yWcDPg1ddgcHBLGpJC0,0.783,0.537,9,-2.921,1,0.0749,0.278,0.0,0.229,0.392,113.977,audio_features,447yWcDPg1ddgcHBLGpJC0,https://api.spotify.com/v1/tracks/447yWcDPg1ddgcHBLGpJC0,https://api.spotify.com/v1/audio-analysis/447yWcDPg1ddgcHBLGpJC0,222866,4
Where's My Love - Sam Feldt Edit,SYML,spotify:track:5eeWYGsvtFUVhevc00GsIB,0.699,0.633,0,-7.977,0,0.0413,0.0129,0.00257,0.115,0.46,117.966,audio_features,5eeWYGsvtFUVhevc00GsIB,https://api.spotify.com/v1/tracks/5eeWYGsvtFUVhevc00GsIB,https://api.spotify.com/v1/audio-analysis/5eeWYGsvtFUVhevc00GsIB,209519,4
Audio,Sia,spotify:track:7boPPE857KEqCIHNwFkDop,0.365,0.692,3,-4.586,0,0.0671,0.192,1.51e-06,0.0862,0.372,89.998,audio_features,7boPPE857KEqCIHNwFkDop,https://api.spotify.com/v1/tracks/7boPPE857KEqCIHNwFkDop,https://api.spotify.com/v1/audio-analysis/7boPPE857KEqCIHNwFkDop,203400,4
Nervous,Shawn Mendes,spotify:track:0Dq49j3dELbttQVUJbtn0c,0.841,0.622,0,-6.763,1,0.0756,0.041,0.0,0.126,0.738,121.988,audio_features,0Dq49j3dELbttQVUJbtn0c,https://api.spotify.com/v1/tracks/0Dq49j3dELbttQVUJbtn0c,https://api.spotify.com/v1/audio-analysis/0Dq49j3dELbttQVUJbtn0c,164147,4
Unforgettable - Alle Farben Remix,Robin Schulz,spotify:track:2oEpj0ai5J1NIhRIZUmtmT,0.788,0.665,4,-6.787,0,0.0514,0.0474,0.00644,0.126,0.264,120.024,audio_features,2oEpj0ai5J1NIhRIZUmtmT,https://api.spotify.com/v1/tracks/2oEpj0ai5J1NIhRIZUmtmT,https://api.spotify.com/v1/audio-analysis/2oEpj0ai5J1NIhRIZUmtmT,206544,4
Happy Now,Zedd,spotify:track:4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,audio_features,4keoy2fqgwGnbWlm3ZVZFa,https://api.spotify.com/v1/tracks/4keoy2fqgwGnbWlm3ZVZFa,https://api.spotify.com/v1/audio-analysis/4keoy2fqgwGnbWlm3ZVZFa,207030,3
Ocean (feat. Khalid),Martin Garrix,spotify:track:3nc420PXjTdBV5TN0gCFkS,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,audio_features,3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/audio-analysis/3nc420PXjTdBV5TN0gCFkS,216420,4
Born To Be Yours,Kygo,spotify:track:2hoigtnMAjSejRi1hHk99w,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,audio_features,2hoigtnMAjSejRi1hHk99w,https://api.spotify.com/v1/tracks/2hoigtnMAjSejRi1hHk99w,https://api.spotify.com/v1/audio-analysis/2hoigtnMAjSejRi1hHk99w,193321,4
Delicate - Seeb Remix,Taylor Swift,spotify:track:2Sy2oGjP5RYB4cLVoDU0Gz,0.68,0.821,0,-3.77,1,0.041,0.0956,0.00315,0.0826,0.571,105.986,audio_features,2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/tracks/2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/audio-analysis/2Sy2oGjP5RYB4cLVoDU0Gz,173266,4
My Kind Of Love,Leon Else,spotify:track:7v2HXGnbhJBAivVHvbqwcv,0.662,0.797,0,-6.043,1,0.0555,0.0333,1.78e-05,0.175,0.352,111.957,audio_features,7v2HXGnbhJBAivVHvbqwcv,https://api.spotify.com/v1/tracks/7v2HXGnbhJBAivVHvbqwcv,https://api.spotify.com/v1/audio-analysis/7v2HXGnbhJBAivVHvbqwcv,209960,4
Summer Of Love - Robin Schulz Remix,U2,spotify:track:6W2hxqGi3WATiQHz52Dc7j,0.664,0.675,4,-7.706,0,0.0712,0.00145,9.55e-05,0.245,0.654,123.996,audio_features,6W2hxqGi3WATiQHz52Dc7j,https://api.spotify.com/v1/tracks/6W2hxqGi3WATiQHz52Dc7j,https://api.spotify.com/v1/audio-analysis/6W2hxqGi3WATiQHz52Dc7j,215027,4
Bloom,Troye Sivan,spotify:track:0heVTeZw99vJl4QyJC0wyk,0.708,0.701,0,-5.196,1,0.0328,0.031,0.0,0.392,0.504,120.932,audio_features,0heVTeZw99vJl4QyJC0wyk,https://api.spotify.com/v1/tracks/0heVTeZw99vJl4QyJC0wyk,https://api.spotify.com/v1/audio-analysis/0heVTeZw99vJl4QyJC0wyk,222097,4
Coming After Your Love,Tom Ferry,spotify:track:4LsIFV3VAIQck92uyMWZQ0,0.647,0.781,1,-6.481,0,0.0654,0.0421,0.00936,0.314,0.634,120.007,audio_features,4LsIFV3VAIQck92uyMWZQ0,https://api.spotify.com/v1/tracks/4LsIFV3VAIQck92uyMWZQ0,https://api.spotify.com/v1/audio-analysis/4LsIFV3VAIQck92uyMWZQ0,188750,4
Love No More,Loud Luxury,spotify:track:2SLxnK1zawTiQM9fUbcr4L,0.768,0.673,0,-6.248,1,0.0536,0.0203,4.51e-05,0.258,0.228,121.021,audio_features,2SLxnK1zawTiQM9fUbcr4L,https://api.spotify.com/v1/tracks/2SLxnK1zawTiQM9fUbcr4L,https://api.spotify.com/v1/audio-analysis/2SLxnK1zawTiQM9fUbcr4L,168636,4
If You're Over Me,Years & Years,spotify:track:1oc3jna2ablnfIKLYbKujl,0.67,0.853,8,-4.515,1,0.0884,0.0622,0.0,0.0602,0.615,103.843,audio_features,1oc3jna2ablnfIKLYbKujl,https://api.spotify.com/v1/tracks/1oc3jna2ablnfIKLYbKujl,https://api.spotify.com/v1/audio-analysis/1oc3jna2ablnfIKLYbKujl,189000,4
Drink About,Seeb,spotify:track:2GGGm4MLQynB3I4E4ycIYC,0.624,0.745,6,-2.936,1,0.0628,0.144,0.0,0.257,0.493,99.971,audio_features,2GGGm4MLQynB3I4E4ycIYC,https://api.spotify.com/v1/tracks/2GGGm4MLQynB3I4E4ycIYC,https://api.spotify.com/v1/audio-analysis/2GGGm4MLQynB3I4E4ycIYC,182265,4
I Need Your Love,Albin Lee Meldau,spotify:track:4xyRXsnmMvgBLvjNhF1ZoQ,0.698,0.683,9,-9.305,0,0.0515,0.0121,0.00543,0.155,0.405,120.071,audio_features,4xyRXsnmMvgBLvjNhF1ZoQ,https://api.spotify.com/v1/tracks/4xyRXsnmMvgBLvjNhF1ZoQ,https://api.spotify.com/v1/audio-analysis/4xyRXsnmMvgBLvjNhF1ZoQ,207280,4
Familiar,Liam Payne,spotify:track:0Y4hwUppbGc8aIBmiTz30A,0.636,0.805,9,-4.594,1,0.327,0.0161,0.0,0.0793,0.908,92.958,audio_features,0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/tracks/0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/audio-analysis/0Y4hwUppbGc8aIBmiTz30A,196552,4
Phänomenal,Pietro Lombardi,spotify:track:5Tz9FKVUOPZ5nMIbuAlRx4,0.748,0.789,0,-5.224,1,0.0566,0.328,0.0,0.214,0.94,97.001,audio_features,5Tz9FKVUOPZ5nMIbuAlRx4,https://api.spotify.com/v1/tracks/5Tz9FKVUOPZ5nMIbuAlRx4,https://api.spotify.com/v1/audio-analysis/5Tz9FKVUOPZ5nMIbuAlRx4,190077,4
Is It Love?,Rea Garvey,spotify:track:2LwTLppGvaQUiTs28Yq4H3,0.493,0.87,2,-4.362,0,0.299,0.243,0.0,0.219,0.489,81.162,audio_features,2LwTLppGvaQUiTs28Yq4H3,https://api.spotify.com/v1/tracks/2LwTLppGvaQUiTs28Yq4H3,https://api.spotify.com/v1/audio-analysis/2LwTLppGvaQUiTs28Yq4H3,196853,4
No Drama (feat. Craig David),James Hype,spotify:track:6IIOcnq93QAaKeRX1cs16v,0.73,0.934,4,-3.995,1,0.078,0.168,2.56e-05,0.142,0.758,122.018,audio_features,6IIOcnq93QAaKeRX1cs16v,https://api.spotify.com/v1/tracks/6IIOcnq93QAaKeRX1cs16v,https://api.spotify.com/v1/audio-analysis/6IIOcnq93QAaKeRX1cs16v,153310,4
Like I Love You,Lost Frequencies,spotify:track:2ZrM2IfZelBZMZoBq9y4kj,0.863,0.588,1,-7.141,1,0.0847,0.142,3.42e-05,0.457,0.751,117.911,audio_features,2ZrM2IfZelBZMZoBq9y4kj,https://api.spotify.com/v1/tracks/2ZrM2IfZelBZMZoBq9y4kj,https://api.spotify.com/v1/audio-analysis/2ZrM2IfZelBZMZoBq9y4kj,190174,4
More Than Friends,James Hype,spotify:track:53SnCRcGrB2UCqNGyYZhJD,0.81,0.885,5,-4.583,0,0.108,0.101,0.0,0.268,0.447,122.985,audio_features,53SnCRcGrB2UCqNGyYZhJD,https://api.spotify.com/v1/tracks/53SnCRcGrB2UCqNGyYZhJD,https://api.spotify.com/v1/audio-analysis/53SnCRcGrB2UCqNGyYZhJD,140698,4
You Deserve Better,James Arthur,spotify:track:4S1GTwPVpkSy7CsJIDKPEz,0.516,0.56,6,-7.116,0,0.486,0.0322,0.0,0.15,0.696,98.94,audio_features,4S1GTwPVpkSy7CsJIDKPEz,https://api.spotify.com/v1/tracks/4S1GTwPVpkSy7CsJIDKPEz,https://api.spotify.com/v1/audio-analysis/4S1GTwPVpkSy7CsJIDKPEz,207773,4
Sanctuary,Welshly Arms,spotify:track:6s4E1Wsbq5X9eHWprIQXIB,0.53,0.718,0,-6.481,1,0.0363,0.00474,0.0,0.0758,0.354,76.996,audio_features,6s4E1Wsbq5X9eHWprIQXIB,https://api.spotify.com/v1/tracks/6s4E1Wsbq5X9eHWprIQXIB,https://api.spotify.com/v1/audio-analysis/6s4E1Wsbq5X9eHWprIQXIB,227547,4
Have It All,Jason Mraz,spotify:track:7BXW1QCg56yzEBV8pW8pah,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,audio_features,7BXW1QCg56yzEBV8pW8pah,https://api.spotify.com/v1/tracks/7BXW1QCg56yzEBV8pW8pah,https://api.spotify.com/v1/audio-analysis/7BXW1QCg56yzEBV8pW8pah,226107,4
An Wunder,Wincent Weiss,spotify:track:1tvLm3VWxauQ1q8po39Io9,0.475,0.799,10,-6.834,1,0.0384,0.0171,5.98e-06,0.167,0.405,148.079,audio_features,1tvLm3VWxauQ1q8po39Io9,https://api.spotify.com/v1/tracks/1tvLm3VWxauQ1q8po39Io9,https://api.spotify.com/v1/audio-analysis/1tvLm3VWxauQ1q8po39Io9,200046,4
My My My!,Troye Sivan,spotify:track:1YHT1FZv5t3ZFLsVPuy6Rq,0.701,0.458,1,-7.749,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,audio_features,1YHT1FZv5t3ZFLsVPuy6Rq,https://api.spotify.com/v1/tracks/1YHT1FZv5t3ZFLsVPuy6Rq,https://api.spotify.com/v1/audio-analysis/1YHT1FZv5t3ZFLsVPuy6Rq,204727,4
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,spotify:track:4QtiVmuA88tPQiCOHZuQ5b,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,audio_features,4QtiVmuA88tPQiCOHZuQ5b,https://api.spotify.com/v1/tracks/4QtiVmuA88tPQiCOHZuQ5b,https://api.spotify.com/v1/audio-analysis/4QtiVmuA88tPQiCOHZuQ5b,201526,4
Hands On Me,BURNS,spotify:track:2GC8vo2NO9u28G7kBIuP0j,0.714,0.832,9,-4.994,0,0.139,0.346,0.0,0.326,0.666,100.046,audio_features,2GC8vo2NO9u28G7kBIuP0j,https://api.spotify.com/v1/tracks/2GC8vo2NO9u28G7kBIuP0j,https://api.spotify.com/v1/audio-analysis/2GC8vo2NO9u28G7kBIuP0j,256240,4
What I Miss Most,Calum Scott,spotify:track:7hiKe8Q3vxMFAW3mHLVQTw,0.632,0.766,0,-6.235,1,0.082,0.0354,7.7e-05,0.143,0.479,132.981,audio_features,7hiKe8Q3vxMFAW3mHLVQTw,https://api.spotify.com/v1/tracks/7hiKe8Q3vxMFAW3mHLVQTw,https://api.spotify.com/v1/audio-analysis/7hiKe8Q3vxMFAW3mHLVQTw,231168,4
Immer noch fühlen,Revolverheld,spotify:track:0xMA6U2PmIS2HNsLPq5rwZ,0.591,0.831,6,-6.873,1,0.0524,0.000911,0.000157,0.292,0.581,130.01,audio_features,0xMA6U2PmIS2HNsLPq5rwZ,https://api.spotify.com/v1/tracks/0xMA6U2PmIS2HNsLPq5rwZ,https://api.spotify.com/v1/audio-analysis/0xMA6U2PmIS2HNsLPq5rwZ,207080,4
17,MK,spotify:track:15DwFznkBJir7AK9PyMyRR,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,audio_features,15DwFznkBJir7AK9PyMyRR,https://api.spotify.com/v1/tracks/15DwFznkBJir7AK9PyMyRR,https://api.spotify.com/v1/audio-analysis/15DwFznkBJir7AK9PyMyRR,196489,4
Zusammen feat. Clueso,Die Fantastischen Vier,spotify:track:35Ma4j9sPWhUAJ471naHV3,0.7,0.694,6,-6.162,0,0.0429,0.0212,0.0,0.145,0.639,125.049,audio_features,35Ma4j9sPWhUAJ471naHV3,https://api.spotify.com/v1/tracks/35Ma4j9sPWhUAJ471naHV3,https://api.spotify.com/v1/audio-analysis/35Ma4j9sPWhUAJ471naHV3,224893,4
Magisch - DJ Katch Remix,Olexesh,spotify:track:1zt0pQ4YjYP3nD75zIx291,0.566,0.74,0,-5.724,0,0.22,0.215,0.0,0.239,0.495,99.063,audio_features,1zt0pQ4YjYP3nD75zIx291,https://api.spotify.com/v1/tracks/1zt0pQ4YjYP3nD75zIx291,https://api.spotify.com/v1/audio-analysis/1zt0pQ4YjYP3nD75zIx291,240000,4
Toy,Netta,spotify:track:7vuTcvFnvlqWlWb4u60nvY,0.786,0.712,3,-5.349,0,0.0677,0.0696,0.0,0.236,0.795,130.144,audio_features,7vuTcvFnvlqWlWb4u60nvY,https://api.spotify.com/v1/tracks/7vuTcvFnvlqWlWb4u60nvY,https://api.spotify.com/v1/audio-analysis/7vuTcvFnvlqWlWb4u60nvY,180231,4
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,audio_features,4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/tracks/4hQ6UGyWQIGJmHSo0J88JW,https://api.spotify.com/v1/audio-analysis/4hQ6UGyWQIGJmHSo0J88JW,207905,4
Lee,Moguai,spotify:track:1wGu0hEQUVlG3j9qChNrJn,0.724,0.904,9,-3.312,0,0.0368,0.0325,0.000356,0.103,0.586,125.013,audio_features,1wGu0hEQUVlG3j9qChNrJn,https://api.spotify.com/v1/tracks/1wGu0hEQUVlG3j9qChNrJn,https://api.spotify.com/v1/audio-analysis/1wGu0hEQUVlG3j9qChNrJn,193920,4
Love Song,Zak Abel,spotify:track:4E8u5JsVnF3qPXbNiR9m25,0.768,0.682,2,-4.856,0,0.101,0.00531,0.0,0.106,0.598,110.055,audio_features,4E8u5JsVnF3qPXbNiR9m25,https://api.spotify.com/v1/tracks/4E8u5JsVnF3qPXbNiR9m25,https://api.spotify.com/v1/audio-analysis/4E8u5JsVnF3qPXbNiR9m25,198419,4
Mama / Baba,Moe Phoenix,spotify:track:32yqEiiVrPjJLqtR1fMWbb,0.809,0.822,7,-6.365,0,0.104,0.142,0.0,0.219,0.471,107.069,audio_features,32yqEiiVrPjJLqtR1fMWbb,https://api.spotify.com/v1/tracks/32yqEiiVrPjJLqtR1fMWbb,https://api.spotify.com/v1/audio-analysis/32yqEiiVrPjJLqtR1fMWbb,202651,4
Put It On For Me,Don Diablo,spotify:track:3Oovjs1GW9tF5vF295AKp0,0.727,0.681,7,-5.22,0,0.112,0.564,0.0,0.24,0.422,105.032,audio_features,3Oovjs1GW9tF5vF295AKp0,https://api.spotify.com/v1/tracks/3Oovjs1GW9tF5vF295AKp0,https://api.spotify.com/v1/audio-analysis/3Oovjs1GW9tF5vF295AKp0,203000,4
Pynk (feat. Grimes),Janelle Monáe,spotify:track:5OpiyfqaQLdtwHd3SfembH,0.672,0.291,8,-7.843,1,0.0897,0.0375,3.89e-06,0.0925,0.417,100.961,audio_features,5OpiyfqaQLdtwHd3SfembH,https://api.spotify.com/v1/tracks/5OpiyfqaQLdtwHd3SfembH,https://api.spotify.com/v1/audio-analysis/5OpiyfqaQLdtwHd3SfembH,240426,4
The Way I Am,Charlie Puth,spotify:track:6qNALlmZa1ESnCxJmXE1K9,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,audio_features,6qNALlmZa1ESnCxJmXE1K9,https://api.spotify.com/v1/tracks/6qNALlmZa1ESnCxJmXE1K9,https://api.spotify.com/v1/audio-analysis/6qNALlmZa1ESnCxJmXE1K9,186080,4
H.O.L.Y.,Alle Farben,spotify:track:61A5grQZlbqoCxVUWLI19v,0.565,0.653,0,-5.846,0,0.0626,0.195,0.0,0.191,0.471,100.051,audio_features,61A5grQZlbqoCxVUWLI19v,https://api.spotify.com/v1/tracks/61A5grQZlbqoCxVUWLI19v,https://api.spotify.com/v1/audio-analysis/61A5grQZlbqoCxVUWLI19v,174507,4
Make Me Feel - EDX Dubai Skyline Remix,Janelle Monáe,spotify:track:2m7QTaFkY4n1EEqZyVvAPe,0.818,0.766,11,-3.255,1,0.0584,0.0125,0.000299,0.0818,0.846,123.038,audio_features,2m7QTaFkY4n1EEqZyVvAPe,https://api.spotify.com/v1/tracks/2m7QTaFkY4n1EEqZyVvAPe,https://api.spotify.com/v1/audio-analysis/2m7QTaFkY4n1EEqZyVvAPe,205976,4
Signs,Luca Hänni,spotify:track:0hPzFNzCoLCwPrR7L5w3sg,0.777,0.636,7,-7.329,1,0.0748,0.213,0.0,0.108,0.713,94.988,audio_features,0hPzFNzCoLCwPrR7L5w3sg,https://api.spotify.com/v1/tracks/0hPzFNzCoLCwPrR7L5w3sg,https://api.spotify.com/v1/audio-analysis/0hPzFNzCoLCwPrR7L5w3sg,193895,4
Stop Me from Falling,Kylie Minogue,spotify:track:16FbHwKRPjfCgdyJAoAlKW,0.576,0.894,1,-2.286,1,0.0468,0.717,0.0,0.158,0.922,113.144,audio_features,16FbHwKRPjfCgdyJAoAlKW,https://api.spotify.com/v1/tracks/16FbHwKRPjfCgdyJAoAlKW,https://api.spotify.com/v1/audio-analysis/16FbHwKRPjfCgdyJAoAlKW,180667,4
Mind On It (feat. Jess Glynne),Yungen,spotify:track:4qQj5RXJk7zaz5EUIgs5y1,0.669,0.824,0,-3.695,1,0.0781,0.0585,0.0,0.336,0.482,103.114,audio_features,4qQj5RXJk7zaz5EUIgs5y1,https://api.spotify.com/v1/tracks/4qQj5RXJk7zaz5EUIgs5y1,https://api.spotify.com/v1/audio-analysis/4qQj5RXJk7zaz5EUIgs5y1,191226,4
1950,King Princess,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,audio_features,0CZ8lquoTX2Dkg7Ak2inwA,https://api.spotify.com/v1/tracks/0CZ8lquoTX2Dkg7Ak2inwA,https://api.spotify.com/v1/audio-analysis/0CZ8lquoTX2Dkg7Ak2inwA,225133,4
Not A Love Song,bülow,spotify:track:0olvO9l53TxK1j0v4wrC5y,0.737,0.523,7,-10.25,1,0.0703,0.14,6.12e-05,0.127,0.305,91.993,audio_features,0olvO9l53TxK1j0v4wrC5y,https://api.spotify.com/v1/tracks/0olvO9l53TxK1j0v4wrC5y,https://api.spotify.com/v1/audio-analysis/0olvO9l53TxK1j0v4wrC5y,192293,4
Like I Do,David Guetta,spotify:track:4aBYzs8RxZMuqyOanNlf8I,0.667,0.871,0,-4.905,0,0.0343,0.00569,0.00655,0.165,0.187,128.042,audio_features,4aBYzs8RxZMuqyOanNlf8I,https://api.spotify.com/v1/tracks/4aBYzs8RxZMuqyOanNlf8I,https://api.spotify.com/v1/audio-analysis/4aBYzs8RxZMuqyOanNlf8I,201560,4
Thunderclouds - Lost Frequencies Remix,Sia,spotify:track:5xQyeo1rXqNAMgZhFXv8z7,0.521,0.692,7,-6.542,1,0.0532,0.0892,0.000287,0.057,0.398,124.059,audio_features,5xQyeo1rXqNAMgZhFXv8z7,https://api.spotify.com/v1/tracks/5xQyeo1rXqNAMgZhFXv8z7,https://api.spotify.com/v1/audio-analysis/5xQyeo1rXqNAMgZhFXv8z7,198493,4
EL BAÑO (feat. Bad Bunny),Enrique Iglesias,spotify:track:2vvdTrdryjsl8DmPIMDWZU,0.719,0.842,6,-3.562,0,0.0383,0.132,0.0,0.105,0.534,90.017,audio_features,2vvdTrdryjsl8DmPIMDWZU,https://api.spotify.com/v1/tracks/2vvdTrdryjsl8DmPIMDWZU,https://api.spotify.com/v1/audio-analysis/2vvdTrdryjsl8DmPIMDWZU,228139,4
Tip Toe (feat. French Montana),Jason Derulo,spotify:track:2z4pcBLQXF2BXKFvd0BuB6,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,audio_features,2z4pcBLQXF2BXKFvd0BuB6,https://api.spotify.com/v1/tracks/2z4pcBLQXF2BXKFvd0BuB6,https://api.spotify.com/v1/audio-analysis/2z4pcBLQXF2BXKFvd0BuB6,187521,4
Panic Room,Au/Ra,spotify:track:3MkuFR7t25mu7Iscp6GGiV,0.577,0.883,10,-6.423,1,0.0298,0.0259,0.0706,0.118,0.255,122.987,audio_features,3MkuFR7t25mu7Iscp6GGiV,https://api.spotify.com/v1/tracks/3MkuFR7t25mu7Iscp6GGiV,https://api.spotify.com/v1/audio-analysis/3MkuFR7t25mu7Iscp6GGiV,214483,4
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,spotify:track:1uuUnsWpJwqBh5GRQ8uxla,0.684,0.823,0,-4.881,1,0.0296,0.00576,7.42e-06,0.201,0.384,117.993,audio_features,1uuUnsWpJwqBh5GRQ8uxla,https://api.spotify.com/v1/tracks/1uuUnsWpJwqBh5GRQ8uxla,https://api.spotify.com/v1/audio-analysis/1uuUnsWpJwqBh5GRQ8uxla,216000,4
Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,spotify:track:2NF8A7C6tICScdRaZ0BrEe,0.837,0.793,11,-5.048,0,0.0567,0.0261,9.04e-05,0.0743,0.87,124.988,audio_features,2NF8A7C6tICScdRaZ0BrEe,https://api.spotify.com/v1/tracks/2NF8A7C6tICScdRaZ0BrEe,https://api.spotify.com/v1/audio-analysis/2NF8A7C6tICScdRaZ0BrEe,151011,4
"This Is Me - Alan Walker Relift (From ""The Greatest Showman"")",Keala Settle,spotify:track:1QBoJK6GLAYMlNblm5gFBP,0.422,0.824,2,-3.447,1,0.0756,0.129,0.0,0.304,0.294,95.331,audio_features,1QBoJK6GLAYMlNblm5gFBP,https://api.spotify.com/v1/tracks/1QBoJK6GLAYMlNblm5gFBP,https://api.spotify.com/v1/audio-analysis/1QBoJK6GLAYMlNblm5gFBP,215759,4
Ever Again,Robyn,spotify:track:5bEkgzy1BYXM9rWu0Edyze,0.942,0.539,4,-10.442,0,0.0866,0.0229,0.000276,0.0887,0.727,125.035,audio_features,5bEkgzy1BYXM9rWu0Edyze,https://api.spotify.com/v1/tracks/5bEkgzy1BYXM9rWu0Edyze,https://api.spotify.com/v1/audio-analysis/5bEkgzy1BYXM9rWu0Edyze,264027,4
Wishing Girl - Deepend Remix,Lola Marsh,spotify:track:4bAyscPDsudna0e3SeU7tj,0.688,0.756,11,-4.663,0,0.0319,0.0515,5.29e-05,0.268,0.632,115.958,audio_features,4bAyscPDsudna0e3SeU7tj,https://api.spotify.com/v1/tracks/4bAyscPDsudna0e3SeU7tj,https://api.spotify.com/v1/audio-analysis/4bAyscPDsudna0e3SeU7tj,182692,4
Hey Hey Hey,Katy Perry,spotify:track:3tqwKg0W8XfYORNrP4aIhu,0.653,0.703,9,-5.632,1,0.0982,0.0516,0.0,0.0521,0.488,134.064,audio_features,3tqwKg0W8XfYORNrP4aIhu,https://api.spotify.com/v1/tracks/3tqwKg0W8XfYORNrP4aIhu,https://api.spotify.com/v1/audio-analysis/3tqwKg0W8XfYORNrP4aIhu,214960,4
Youth feat. Khalid,Shawn Mendes,spotify:track:5SwEgzUFDHwpWHKrbnP32Z,0.518,0.596,6,-6.653,0,0.124,0.569,0.0,0.133,0.326,100.28,audio_features,5SwEgzUFDHwpWHKrbnP32Z,https://api.spotify.com/v1/tracks/5SwEgzUFDHwpWHKrbnP32Z,https://api.spotify.com/v1/audio-analysis/5SwEgzUFDHwpWHKrbnP32Z,190867,4
